ID,Contract Number,Program Area,Award Year,Project Title,Organization Name,Project Description,Awarded Amount,Pledged Match Amount,Seattle Electoral District,Neighborhood District
P18013,P18013,Community Partnership Fund,2018,Planning Burke-Gilman Playground Park Renovation,The Eli's Park Project,"A landscape architect-led design team will  facilitate the community engagement process for the renovation of the Burke-Gilman Playground Park. Over the next several months, a minimum of three public meetings are planned along with several additional outreach activities.  This phase will result in a schematic design and preliminary cost estimates. The anticipated completion date is May of 2019.","43,200","31,207",District 4,
P18012,P18012,Community Partnership Fund,2018,Desi X NW,Tasveer,"Tasveer will organize a free nine-day literary and storytelling festival focusing on South Asian culture in January 2019. It will feature presentations and workshops on writing fiction, comedy, screenplays, graphic novels, and other ways of telling a story. The events will take place at Seattle Art Museum Located at 1300 1st Ave and Northwest Film Forum located at 1515 12th Ave.","60,000","37,500",District 3,
P18010,P18010,Community Partnership Fund,2018,John Hay Playground Phase 2 Construction,John Hay Foundation,The John Hay Foundation will hire a professional contractor to install a play structure and artificial turf mounds in the public area at John Hay Elementary School located at 201 Garfield St.  The work will take place during fall 2018 and will be based upon a conceptual design created with significant public input.,"100,000","52,300",District 7,
P18006,P18006,Community Partnership Fund,2018,Music as a Bridge to Intercultural Understanding,Friends of the Ballard Civic Orchestra,The Friends of Ballard Civic Orchestra will connect community members of all ages and cultural backgrounds to Latino culture.  They will organize an eight-month youth orchestra series and a community orchestra for adult participants from fall 2018 to spring 2019. There will be approximately five public performances celebrating culturally significant events.  The project activities will take place at Sunset Hill Community Center located at 3003 NW 66th St and other locations to be determined.,"49,000","31,600",District 6,
P18003,P18003,Community Partnership Fund,2018,Outdoor Movie at Ballard Commons Park,Community Cinema Group,"On August 18, 2018 the Community Cinema Group will be hosting a free outdoor movie at the Ballard Commons located at 5621 22nd Avenue NW.  This event will bring together the Ballard community that includes, residents, nonprofits, and various local organizations. The event will take place after the Hot Sauce Fest for a night of fun an relaxation. The event is free and open for all to attend.","17,400","23,425",District 6,
P18002,P18002,Community Partnership Fund,2018,Wetmore Community Garden Phase II,Alleycat Acres,"The Wetmore Community Garden located on Wetmore Ave S and South Estelle St will complete phase II of the ongoing garden construction. Transforming a neglected quarter acre lot of a SDOT ROW into a space providing neighbors a safe clean environment to gather, build community, and grow food. Once completed there will be a Grand Opening community event in late fall.","78,700","39,353",District 2,
P18001,P18001,Community Partnership Fund,2018,Year-round Hydroponic Community Garden at the SPCC,South Park Community Center Greenhouse,"The South Park Community Greenhouse will install mobile vertical hydroponic systems, (growing walls), at the South Park Community Center. Our mission is to provide the local residents in the South Park area access to healthy, nutritious, fresh food by giving them the means to grow their own leafy greens year-round. Training and maintenance for the growing walls will be provided by volunteers. This project will be completed by July 31, 2019.","20,000","10,000",District 1,
P17115,P17115,Community Partnership Fund,2017,Planning for Community Radio Station Space,Rainier Avenue Radio,"Rainier Avenue Radio will create a community-based architectural design and building cost estimates for the approximately 1,200 square foot space that will serve as the future location of a community radio studio.  The space is located on the second story of the Royal Esquire Club located at 5016 Rainier Ave and will be designed to have a separate entrance from the Royal Esquire Club.  Community input and design work will take place during the winter of 2017.","29,500","45,000",District 2,
P17114,P17114,Community Partnership Fund,2017,U District Community Mobility Vision Plan,U District Advocates,"The U District Advocates will coordinate a series of community meetings that will include key stakeholders from the community, city, university, and transportation agencies over the next 6-8 months as partners to design a Mobility Vision Plan that will include a comprehensive, equitable, and efficient approach to mobility in the U District community.","42,000","54,000",District 4,
P17112,P17112,Community Partnership Fund,2017,Team 137 Pedestrian and Street Safety,Team of N 137th Street Residents,"Team 137 will work with SDOT to implement pedestrian safety and traffic calming improvements. These improvements include wheel stops installed by SDOT and the Seattle Conservation Corps to separate traffic from pedestrians, a walking path on the south side of N. 137th between North Park Ave. N. and the top of the hill just to the east, and the creation of a no-parking zone at the top of the hill. Community volunteers will plant and build the path by the end of summer in 2018 and then maintain the landscaped areas.","26,000","13,000",District 5,
