Department,Jobtitle,Female Avg Hrly Rate,No. Female Empl,Male Avg Hrly Rate,No. Male Empl,Total Avg Hrly Rate,Total No. Empl,Total Average of MONTHS LONGEVITY IN CURRENT CLASSIFICATION ,Ratio of women's hourly rate to men's hourly rate - percentage,Notes
Seattle Center,"Opns CC,Sr-SC",,,33.71,2,33.71,2,33.5,,No women in title
Seattle Center,Opns CC-SC,,,32.35,1,32.35,1,106,,No women in title
Seattle Center,Parking Attendant,,,19.87,3,19.87,3,102.67,,No women in title
Seattle Center,"Parking Attendant,Sr",22.82,1,,,22.82,1,38,,No men in title
Seattle Center,Parking&Traffic Coord,26.79,1,,,26.79,1,159,,No men in title
Seattle Center,Personnel Spec,33.69,1,,,33.69,1,78,,No men in title
Seattle Center,"Personnel Spec,Asst",26.79,1,,,26.79,1,66,,No men in title
Seattle Center,"Personnel Spec,Sr",36.3,1,,,36.3,1,164,,No men in title
Seattle Center,Plumber,,,34.16,2,34.16,2,224,,No women in title
Seattle Center,Plumber CC,,,40.59,1,40.59,1,150,,No women in title
Seattle Center,Pntr,,,30.28,4,30.28,4,137,,No women in title
Seattle Center,Pntr CC,,,34.75,1,34.75,1,287,,No women in title
Seattle Center,Publc Relations Spec,31.16,1,,,31.16,1,116,,No men in title
Seattle Center,"Publc Relations Spec,Sr",36.3,1,,,36.3,1,88,,No men in title
Seattle Center,Security Ofcr,22.81,1,22.81,14,22.81,15,136.33,100,
Seattle Center,"Security Ofcr,Sr",,,25,3,25,3,129.33,,No women in title
Seattle Center,Security Prgms Spec,,,34.94,1,34.94,1,61,,No women in title
Seattle Center,Sound Systs Chief,,,35.57,1,35.57,1,90,,No women in title
Seattle Center,Sound&Video Equip Tech,32.01,1,32.01,6,32.01,7,111.43,100,
Seattle Center,Stage CC,,,35.57,1,35.57,1,36,,No women in title
Seattle Center,"Stage Tech,Lead",30.22,3,30.22,6,30.22,9,128.22,100,
Seattle Center,"StratAdvsr1,Fin,Bud,&Actg",,,40.5,1,40.5,1,29,,No women in title
Seattle Center,"StratAdvsr2,CSPI&P",44.68,2,,,44.68,2,43.5,,No men in title
Seattle Center,"StratAdvsr2,General Govt",46.53,2,,,46.53,2,65.5,,No men in title
Seattle Center,"StratAdvsr3,Fin,Bud,&Actg",,,50.97,1,50.97,1,52,,No women in title
Seattle Center,"StratAdvsr3,General Govt",51.33,1,,,51.33,1,52,,No men in title
Seattle Center,"Usher,Head",20.81,1,,,20.81,1,97,,No men in title
Seattle Center,Util Laborer,22.56,2,22.56,9,22.56,11,71.27,100,
Seattle Center,"Warehouser,Sr-BU",,,26.5,1,26.5,1,84,,No women in title
Seattle Dept of Transportation,"Accountant,Prin",37.73,4,36.99,2,37.49,6,27,102.01,
Seattle Dept of Transportation,"Accountant,Sr",33.09,4,32.44,2,32.87,6,7.83,102.02,
Seattle Dept of Transportation,Actg Tech II-BU,24.35,4,24.35,1,24.35,5,71,100,
Seattle Dept of Transportation,Actg Tech III-BU,26.79,1,,,26.79,1,4,,No men in title
Seattle Dept of Transportation,Admin Spec I-BU,22.56,6,22.56,2,22.56,8,148,100,
Seattle Dept of Transportation,Admin Spec II,23.38,1,22.56,1,22.97,2,4.5,103.63,
Seattle Dept of Transportation,Admin Spec II-BU,24.35,7,24.35,2,24.35,9,84,100,
Seattle Dept of Transportation,Admin Spec III-BU,26.26,4,25.93,3,26.12,7,53.86,101.26,
Seattle Dept of Transportation,Admin Staff Anlyst,36.3,11,,,36.3,11,65.91,,No men in title
Seattle Dept of Transportation,Admin Staff Asst,,,31.76,1,31.76,1,20,,No women in title
Seattle Dept of Transportation,Admin Support Supv-BU,25.77,1,,,25.77,1,7,,No men in title
Seattle Dept of Transportation,Arboriculturist,,,33.09,6,33.09,6,91,,No women in title
Seattle Dept of Transportation,Arborist,,,44.74,1,44.74,1,182,,No women in title
Seattle Dept of Transportation,Asphalt Raker,,,26.94,4,26.94,4,42.75,,No women in title
Seattle Dept of Transportation,"Asphalt Raker,Sr",,,28.23,7,28.23,7,67.71,,No women in title
Seattle Dept of Transportation,Auto Engr,,,39.2,1,39.2,1,73,,No women in title
Seattle Dept of Transportation,Bridge Carpentry&Maint Lead,,,30.28,3,30.28,3,104.67,,No women in title
Seattle Dept of Transportation,Bridge Elecl CC,,,38.1,1,38.1,1,19,,No women in title
Seattle Dept of Transportation,Bridge Elecl Maint Supv,,,41.07,1,41.07,1,64,,No women in title
Seattle Dept of Transportation,Bridge Maint General Supv,,,37.34,1,37.34,1,55,,No women in title
Seattle Dept of Transportation,Bridge Maint Mech Hlpr,,,23.79,3,23.79,3,114,,No women in title
Seattle Dept of Transportation,Bridge Maint Mechanic,,,33.37,3,33.37,3,98,,No women in title
Seattle Dept of Transportation,Bridge Maint Mechanic CC,,,35.43,1,35.43,1,4,,No women in title
Seattle Dept of Transportation,Bridge Op,27.34,1,27.26,12,27.27,13,182.69,100.29,
Seattle Dept of Transportation,"Bridge Op,Sr",28.85,2,28.85,2,28.85,4,96.75,100,
Seattle Dept of Transportation,Bridge Opns CC,,,34.02,1,34.02,1,71,,No women in title
Seattle Dept of Transportation,Bridge Opns General Supv,37.39,1,,,37.39,1,76,,No men in title
Seattle Dept of Transportation,Capital Prjts Coord,41.56,2,39.24,2,40.4,4,29,105.91,
Seattle Dept of Transportation,"Capital Prjts Coord,Asst",38.5,1,,,38.5,1,40,,No men in title
Seattle Dept of Transportation,"Capital Prjts Coord,Sr",47.56,2,47.56,5,47.56,7,57.86,100,
Seattle Dept of Transportation,Cement Finisher,,,28.24,5,28.24,5,184,,No women in title
Seattle Dept of Transportation,"Cement Finisher,Sr",,,29.88,5,29.88,5,95,,No women in title
Seattle Dept of Transportation,Civil Engr Supv,54.66,5,53.75,17,53.96,22,40.18,101.7,
Seattle Dept of Transportation,"Civil Engr,Assoc",37.9,5,39.69,14,39.22,19,68.68,95.48,
Seattle Dept of Transportation,"Civil Engr,Asst II",,,33.29,1,33.29,1,22,,No women in title
Seattle Dept of Transportation,"Civil Engr,Asst III",,,37.38,1,37.38,1,37,,No women in title
Seattle Dept of Transportation,"Civil Engr,Sr",48.27,10,50.01,16,49.34,26,56.5,96.53,
Seattle Dept of Transportation,Civil Engrng Spec Supv,,,45.51,7,45.51,7,38.29,,No women in title
Seattle Dept of Transportation,"Civil Engrng Spec,Assoc",38.17,14,38.02,26,38.08,40,90.35,100.39,
Seattle Dept of Transportation,"Civil Engrng Spec,Asst I",29.41,1,,,29.41,1,49,,No men in title
Seattle Dept of Transportation,"Civil Engrng Spec,Asst II",,,32.48,1,32.48,1,36,,No women in title
Seattle Dept of Transportation,"Civil Engrng Spec,Asst III",34.01,3,34.01,5,34.01,8,23.63,100,
Seattle Dept of Transportation,"Civil Engrng Spec,Sr",43.16,10,42.9,19,42.99,29,63.52,100.61,
Seattle Dept of Transportation,Commercial Veh Enf Ofcr,,,30.24,1,30.24,1,335,,No women in title
Seattle Dept of Transportation,Complaint Investigator,31.76,1,31.76,1,31.76,2,51.5,100,
Seattle Dept of Transportation,Constr&Maint Equip Op,30.49,1,30.49,14,30.49,15,142.93,100,
Seattle Dept of Transportation,"Constr&Maint Equip Op,Sr",,,32.01,3,32.01,3,52,,No women in title
Seattle Dept of Transportation,Elctn,,,35.55,2,35.55,2,56,,No women in title
Seattle Dept of Transportation,Engrng Aide,25.99,2,25.99,3,25.99,5,95.6,100,
Seattle Dept of Transportation,Engrng Emerg Laborer,,,28.77,5,28.77,5,73,,No women in title
Seattle Dept of Transportation,"Envrnmtl Anlyst,Assoc",32.39,1,32.39,1,32.39,2,2,100,
Seattle Dept of Transportation,"Envrnmtl Anlyst,Sr",43.1,2,43.1,1,43.1,3,56.33,100,
Seattle Dept of Transportation,Exec Asst,40.02,2,,,40.02,2,21.5,,No men in title
Seattle Dept of Transportation,Executive1,,,55.25,1,55.25,1,16,,No women in title
Seattle Dept of Transportation,Executive2,66.96,3,67.48,3,67.22,6,32.67,99.23,
Seattle Dept of Transportation,Executive3,76.07,1,83.68,1,79.88,2,18,90.91,
Seattle Dept of Transportation,Executive4,,,84.43,1,84.43,1,39,,No women in title
Seattle Dept of Transportation,Facilities Maint Wkr,,,26.5,1,26.5,1,66,,No women in title
Seattle Dept of Transportation,"Fin Anlyst,Sr",39.47,3,39.04,8,39.15,11,36.82,101.11,
Seattle Dept of Transportation,Gardener,24.35,2,23.88,8,23.98,10,53.4,101.95,
Seattle Dept of Transportation,"Gardener,Asst",,,21.77,1,21.77,1,22,,No women in title
Seattle Dept of Transportation,"Gardener,Sr",27.25,1,27.25,1,27.25,2,16,100,
Seattle Dept of Transportation,"Grounds Equip Mechanic,Sr",,,29.99,1,29.99,1,71,,No women in title
Seattle Dept of Transportation,"Info Technol Prof A,Exempt",55.46,3,57.06,2,56.1,5,50.4,97.19,
Seattle Dept of Transportation,Info Technol Prof B-BU,50.21,4,46.57,7,47.89,11,60.09,107.81,
Seattle Dept of Transportation,Info Technol Prof C-BU,,,45.05,1,45.05,1,150,,No women in title
Seattle Dept of Transportation,Info Technol Systs Anlyst,38.48,2,38.48,1,38.48,3,98.67,100,
Seattle Dept of Transportation,Installation Maint Wkr,,,25.54,7,25.54,7,54,,No women in title
Seattle Dept of Transportation,Labor Relations Coord,,,49.05,1,49.05,1,49,,No women in title
Seattle Dept of Transportation,"Landscape Architect,Sr",44.74,1,,,44.74,1,268,,No men in title
Seattle Dept of Transportation,Landscape Supv,,,33.93,1,33.93,1,21,,No women in title
Seattle Dept of Transportation,Maint Laborer,23.38,4,23.38,35,23.38,39,81.44,100,
Seattle Dept of Transportation,"Maint Laborer,Sr-Traffic",25.04,3,25.04,7,25.04,10,93.7,100,
Seattle Dept of Transportation,"Manager1,Fin,Bud,&Actg",46.72,1,,,46.72,1,75,,No men in title
Seattle Dept of Transportation,"Manager1,General Govt",48.9,2,41.13,1,46.31,3,52,118.89,
Seattle Dept of Transportation,"Manager2,Engrng&Plans Rev",48.18,1,50.61,4,50.12,5,72.4,95.21,
Seattle Dept of Transportation,"Manager2,General Govt",53.22,1,50.47,2,51.39,3,112,105.44,
Seattle Dept of Transportation,"Manager2,P&FM",47.25,1,,,47.25,1,45,,No men in title
Seattle Dept of Transportation,"Manager3,Engrng&Plans Rev",59.29,3,56.73,9,57.37,12,47,104.52,
Seattle Dept of Transportation,"Manager3,Fin,Bud,&Actg",51.23,1,,,51.23,1,24,,No men in title
Seattle Dept of Transportation,"Manager3,General Govt",58.32,3,55.71,2,57.27,5,25.8,104.68,
Seattle Dept of Transportation,"Manager3,Info Technol",58.06,1,,,58.06,1,62,,No men in title
Seattle Dept of Transportation,"Manager3,P&FM",,,59.43,1,59.43,1,71,,No women in title
Seattle Dept of Transportation,Mgmt Systs Anlyst,36.3,2,33.67,2,34.98,4,32.5,107.83,
Seattle Dept of Transportation,"Mgmt Systs Anlyst,Sr",40.79,4,40.79,2,40.79,6,37.17,100,
Seattle Dept of Transportation,Overhead Elecl Suplr,,,30.9,1,30.9,1,334,,No women in title
Seattle Dept of Transportation,Paralegal,31.76,1,,,31.76,1,73,,No men in title
Seattle Dept of Transportation,"Parking Pay Stat Shop,Supv",35.18,1,,,35.18,1,40,,No men in title
Seattle Dept of Transportation,Parking Pay Stat Tech,,,29.49,6,29.49,6,151.83,,No women in title
Seattle Dept of Transportation,Personnel Spec,33.69,1,33.69,1,33.69,2,87.5,100,
Seattle Dept of Transportation,"Personnel Spec,Asst",,,26.79,1,26.79,1,89,,No women in title
Seattle Dept of Transportation,"Personnel Spec,Sr",36.3,2,36.3,1,36.3,3,76,100,
Seattle Dept of Transportation,Plng&Dev Spec I,34.94,1,34.94,1,34.94,2,204.5,100,
Seattle Dept of Transportation,Plng&Dev Spec II,37.7,1,,,37.7,1,3,,No men in title
Seattle Dept of Transportation,"Prjt Fund&Agreemts Coord,Sr",39.96,1,,,39.96,1,56,,No men in title
Seattle Dept of Transportation,"Prjt Fund&Agreemts Coord,Supv",36.99,1,,,36.99,1,2,,No men in title
Seattle Dept of Transportation,"Publc Relations Spec,Sr",33.73,2,,,33.73,2,48.5,,No men in title
Seattle Dept of Transportation,Publc Relations Supv,39.2,1,,,39.2,1,268,,No men in title
Seattle Dept of Transportation,Radio Comms Spec,,,33.69,1,33.69,1,32,,No women in title
Seattle Dept of Transportation,Radio Dispatcher,24.35,6,24.35,2,24.35,8,108.25,100,
Seattle Dept of Transportation,Real Property Agent,,,38.22,1,38.22,1,41,,No women in title
Seattle Dept of Transportation,"Real Property Agent,Sr",42.94,2,42.07,1,42.65,3,33,102.06,
Seattle Dept of Transportation,Res&Eval Aide,22.77,4,21.78,2,22.44,6,26.83,104.55,
Seattle Dept of Transportation,Sfty&Hlth Spec,,,39.2,1,39.2,1,64,,No women in title
Seattle Dept of Transportation,"Sfty&Hlth Spec,Sr",42.25,1,42.25,1,42.25,2,64,100,
Seattle Dept of Transportation,"Sign Pntr,Sr",,,31.66,2,31.66,2,114,,No women in title
Seattle Dept of Transportation,Signal Elctn CC,46.06,1,46.06,1,46.06,2,138,100,
Seattle Dept of Transportation,Signal Elctn II,,,40.95,3,40.95,3,17.33,,No women in title
Seattle Dept of Transportation,Signal Elctn III,,,41.77,7,41.77,7,50.86,,No women in title
Seattle Dept of Transportation,Signal Elctn V,43.41,1,43.41,7,43.41,8,112,100,
Seattle Dept of Transportation,"StratAdvsr1,CSPI&P",44.45,2,,,44.45,2,79,,No men in title
Seattle Dept of Transportation,"StratAdvsr1,Engrng&Plans Rev",41.61,1,,,41.61,1,5,,No men in title
Seattle Dept of Transportation,"StratAdvsr1,Exempt",42.92,1,,,42.92,1,56,,No men in title
Seattle Dept of Transportation,"StratAdvsr1,General Govt",44.6,2,42.46,1,43.89,3,65,105.06,
Seattle Dept of Transportation,"StratAdvsr2,CL&PS",,,49.53,1,49.53,1,7,,No women in title
Seattle Dept of Transportation,"StratAdvsr2,CSPI&P",,,46.95,1,46.95,1,2,,No women in title
Seattle Dept of Transportation,"StratAdvsr2,Engrng&Plans Rev",48.03,4,50.42,4,49.23,8,41.75,95.26,
Seattle Dept of Transportation,"StratAdvsr2,General Govt",46.87,8,50.26,9,48.66,17,55.82,93.24,
Seattle Dept of Transportation,"StratAdvsr2,P&FM",43.88,1,,,43.88,1,57,,No men in title
Seattle Dept of Transportation,"StratAdvsr3,Exempt",58.28,2,59.01,1,58.52,3,73.33,98.76,
Seattle Dept of Transportation,"StratAdvsr3,General Govt",,,60.25,1,60.25,1,135,,No women in title
Seattle Dept of Transportation,Street Maint CC,33.38,1,33.04,4,33.11,5,46.8,101.04,
Seattle Dept of Transportation,Street Maint Supv,36,2,36,1,36,3,62,100,
Seattle Dept of Transportation,Street Paving CC,33.93,1,33.93,6,33.93,7,44.14,100,
Seattle Dept of Transportation,Traffic Marking Lead Wkr,27.52,1,27.52,5,27.52,6,54.17,100,
Seattle Dept of Transportation,Traffic Sign&Marking CC I,,,33.38,2,33.38,2,70,,No women in title
Seattle Dept of Transportation,"Transp Plnr,Assoc",39.96,3,38.5,3,39.23,6,75.67,103.8,
Seattle Dept of Transportation,"Transp Plnr,Asst",30.55,1,30.55,1,30.55,2,99,100,
Seattle Dept of Transportation,"Transp Plnr,Sr",43.46,5,42.64,9,42.93,14,58.14,101.93,
Seattle Dept of Transportation,Tree Trimmer,,,25.85,2,25.85,2,4.5,,No women in title
Seattle Dept of Transportation,"Tree Trimmer,Lead",,,29.95,2,29.95,2,2.5,,No women in title
Seattle Dept of Transportation,Trng&Ed Coord,33.69,2,32.39,1,33.26,3,36.67,104.01,
Seattle Dept of Transportation,Truck Drvr,27.58,2,27.44,23,27.45,25,89.32,100.51,
Seattle Dept of Transportation,"Truck Drvr,Heavy",29,1,28.81,6,28.84,7,78.43,100.66,
Seattle Public Utilities,Accountant,29.82,3,,,29.82,3,46.33,,No men in title
Seattle Public Utilities,"Accountant,Prin",39.22,4,38.48,2,38.97,6,72.5,101.93,
Seattle Public Utilities,"Accountant,Sr",35.57,4,,,35.57,4,80.5,,No men in title
Seattle Public Utilities,Act Exec,43.1,4,41.85,6,42.35,10,129,103,
Seattle Public Utilities,Actg Tech II-BU,24,8,24.35,2,24.07,10,50.6,98.58,
Seattle Public Utilities,Actg Tech III-BU,26.62,6,25.78,2,26.41,8,74,103.26,
Seattle Public Utilities,Admin Spec I-BU,22.56,4,22.56,1,22.56,5,121.2,100,
Seattle Public Utilities,Admin Spec II,24.35,3,,,24.35,3,134.33,,No men in title
Seattle Public Utilities,Admin Spec II-BU,24.35,19,24.35,1,24.35,20,118.5,100,
Seattle Public Utilities,Admin Spec III-BU,26.26,4,,,26.26,4,115.25,,No men in title
Seattle Public Utilities,Admin Staff Anlyst,35.65,6,,,35.65,6,106.67,,No men in title
Seattle Public Utilities,Admin Staff Asst,31.17,6,,,31.17,6,92.67,,No men in title
Seattle Public Utilities,Admin Support Asst,20.61,1,,,20.61,1,77,,No men in title
Seattle Public Utilities,Admin Support Asst-BU,20.61,1,,,20.61,1,216,,No men in title
Seattle Public Utilities,Auto Engr,,,39.2,1,39.2,1,148,,No women in title
Seattle Public Utilities,Capital Prjts Coord,,,41.56,3,41.56,3,80.33,,No women in title
Seattle Public Utilities,Capital Prjts Coord Supv,,,49.33,1,49.33,1,3,,No women in title
Seattle Public Utilities,"Capital Prjts Coord,Sr",45.83,1,47.31,7,47.13,8,61.25,96.87,
Seattle Public Utilities,Carpenter,,,30.28,3,30.28,3,119,,No women in title
Seattle Public Utilities,"Carpenter,Sr",,,31.57,1,31.57,1,6,,No women in title
Seattle Public Utilities,Civil Engr Supv,54.33,6,54.66,12,54.55,18,93.28,99.39,
Seattle Public Utilities,"Civil Engr,Assoc",40.67,8,40.37,12,40.49,20,106.3,100.74,
Seattle Public Utilities,"Civil Engr,Asst I",,,29.12,2,29.12,2,9,,No women in title
Seattle Public Utilities,"Civil Engr,Asst II",,,32.05,3,32.05,3,10,,No women in title
Seattle Public Utilities,"Civil Engr,Sr",50.18,18,50.11,32,50.13,50,89.3,100.14,
Seattle Public Utilities,Civil Engrng Spec Supv,45.51,5,45.51,3,45.51,8,66.38,100,
Seattle Public Utilities,"Civil Engrng Spec,Assoc",37.85,12,37.94,23,37.91,35,72.89,99.77,
Seattle Public Utilities,"Civil Engrng Spec,Asst I",29.41,1,27.97,3,28.33,4,14.75,105.15,
Seattle Public Utilities,"Civil Engrng Spec,Asst II",29.05,1,31.14,6,30.85,7,56.29,93.27,
Seattle Public Utilities,"Civil Engrng Spec,Asst III",35.3,6,35.06,11,35.14,17,66.59,100.68,
Seattle Public Utilities,"Civil Engrng Spec,Sr",43.24,7,42.72,23,42.84,30,71.5,101.22,
Seattle Public Utilities,Constr&Maint Equip Op,,,30.49,9,30.49,9,127.56,,No women in title
Seattle Public Utilities,"Constr&Maint Equip Op,Sr",32.01,1,32.01,15,32.01,16,71.88,100,
Seattle Public Utilities,Disposal CC I,33.93,2,33.93,2,33.93,4,77,100,
Seattle Public Utilities,Drainage&Wstwtr Coll CC,36.72,2,36.72,8,36.72,10,70.5,100,
Seattle Public Utilities,Drainage&Wstwtr Coll Lead Wkr,,,30.68,10,30.68,10,98.6,,No women in title
Seattle Public Utilities,Drainage&Wstwtr Coll Wkr,27.56,2,27.56,14,27.56,16,85.88,100,
Seattle Public Utilities,Drainage&Wstwtr Coll Wkr Aprn,23.98,3,23.92,10,23.94,13,11,100.23,
Seattle Public Utilities,Drainage&Wstwtr Coll Wkr CI,28.09,4,28.09,14,28.09,18,57.83,100,
Seattle Public Utilities,Drainage&Wstwtr Lead Wkr CII,29.81,2,31.3,25,31.19,27,49.78,95.23,
Seattle Public Utilities,Drainage&Wstwtr Spec,38.44,1,,,38.44,1,118,,No men in title
Seattle Public Utilities,Economist,,,36.99,1,36.99,1,22,,No women in title
Seattle Public Utilities,"Economist,Prin",47.26,1,47.26,1,47.26,2,63,100,
Seattle Public Utilities,"Economist,Sr",44.74,5,43.14,2,44.28,7,86.43,103.7,
Seattle Public Utilities,Ed Prgm Asst,22.56,1,,,22.56,1,73,,No men in title
Seattle Public Utilities,"Elecl Engr,Sr",50.69,1,50.69,1,50.69,2,130,100,
Seattle Public Utilities,"Elecl Engrng Spec,Sr",,,41.92,2,41.92,2,28,,No women in title
Seattle Public Utilities,Engrng Aide,22.33,1,,,22.33,1,1,,No men in title
Seattle Public Utilities,"Envrnmtl Anlyst,Assoc",37.7,1,37.7,2,37.7,3,82,100,
Seattle Public Utilities,"Envrnmtl Anlyst,Sr",42.84,6,43.1,7,42.98,13,101.77,99.4,
Seattle Public Utilities,Envrnmtl Fld Spec,31.74,4,31.74,2,31.74,6,104.17,100,
Seattle Public Utilities,"Envrnmtl Fld Spec,Sr",,,34.27,2,34.27,2,72,,No women in title
Seattle Public Utilities,Equal Emplmnt Coord,39.2,1,,,39.2,1,46,,No men in title
Seattle Public Utilities,Equip Maint CC,,,34.92,1,34.92,1,204,,No women in title
Seattle Public Utilities,"Exec Asst,Sr",43.14,4,,,43.14,4,38.5,,No men in title
Seattle Public Utilities,Executive1,61.41,1,,,61.41,1,42,,No men in title
Seattle Public Utilities,Executive2,66.35,9,63.09,8,64.82,17,82.88,105.17,
Seattle Public Utilities,Executive3,77.95,4,80.54,3,79.06,7,54.14,96.78,
Seattle Public Utilities,Executive4,,,94.68,1,94.68,1,36,,No women in title
Seattle Public Utilities,Facilities Lead Wkr,26.5,1,,,26.5,1,119,,No men in title
Seattle Public Utilities,Facilities Maint Wkr,,,26.5,2,26.5,2,110,,No women in title
Seattle Public Utilities,"Facility Maint Supv,Asst",,,39.2,1,39.2,1,9,,No women in title
Seattle Public Utilities,"Fin Anlyst,Sr",39.96,4,38.49,4,39.23,8,59.63,103.81,
Seattle Public Utilities,Forest Maint CC,,,33.93,1,33.93,1,66,,No women in title
Seattle Public Utilities,Forest Maint Wkr,,,27.37,5,27.37,5,74,,No women in title
Seattle Public Utilities,"Forest Maint Wkr,Sr",29.41,1,29.41,1,29.41,2,88.5,100,
Seattle Public Utilities,Gardener,22.56,1,22.56,1,22.56,2,0.5,100,
Seattle Public Utilities,"Gardener,Sr",,,27.25,2,27.25,2,22,,No women in title
Seattle Public Utilities,Grants&Contracts Spec,30.55,1,,,30.55,1,244,,No men in title
Seattle Public Utilities,Grounds Equip Mechanic,,,27.78,1,27.78,1,104,,No women in title
Seattle Public Utilities,"Grounds Equip Mechanic,Sr",,,29.99,1,29.99,1,69,,No women in title
Seattle Public Utilities,Grounds Maint CC,,,33.38,1,33.38,1,49,,No women in title
Seattle Public Utilities,Info Technol Prgmmer Anlyst,36.3,1,36.3,2,36.3,3,120.33,100,
Seattle Public Utilities,"Info Technol Prof A,Exempt",55.67,9,54.51,14,54.96,23,82.43,102.13,
Seattle Public Utilities,Info Technol Prof B-BU,50.66,12,48.78,32,49.3,44,87.11,103.85,
Seattle Public Utilities,Info Technol Prof C-BU,43.02,6,40.98,27,41.35,33,64.64,105,
Seattle Public Utilities,Info Technol Systs Anlyst,38.48,1,37.74,2,37.98,3,66.33,101.97,
Seattle Public Utilities,Labor Relations Coord,48.16,2,,,48.16,2,43,,No men in title
Seattle Public Utilities,Laborer,21.14,1,21.14,9,21.14,10,154.9,100,
Seattle Public Utilities,Maint Laborer,23.38,2,23.38,9,23.38,11,94.18,100,
Seattle Public Utilities,"Manager1,CSPI&P",42.36,2,,,42.36,2,95,,No men in title
Seattle Public Utilities,"Manager1,Fin,Bud,&Actg",44.06,3,43.21,1,43.85,4,46,101.97,
Seattle Public Utilities,"Manager1,Info Technol",46.73,1,,,46.73,1,68,,No men in title
Seattle Public Utilities,"Manager1,Utils",,,47.91,2,47.91,2,30.5,,No women in title
Seattle Public Utilities,"Manager2,CSPI&P",,,49.95,2,49.95,2,68,,No women in title
Seattle Public Utilities,"Manager2,Engrng&Plans Rev",53.18,1,51.15,2,51.83,3,108.33,103.96,
Seattle Public Utilities,"Manager2,Exempt",53.72,1,,,53.72,1,38,,No men in title
Seattle Public Utilities,"Manager2,Fin,Bud,&Actg",50.15,3,52.98,1,50.86,4,76.5,94.67,
Seattle Public Utilities,"Manager2,General Govt",53.44,1,52.94,1,53.19,2,47,100.94,
Seattle Public Utilities,"Manager2,Info Technol",48.48,1,51.13,2,50.25,3,104.67,94.81,
Seattle Public Utilities,"Manager2,Utils",52.14,9,51.35,12,51.69,21,81.19,101.54,
Seattle Public Utilities,"Manager3,Engrng&Plans Rev",52.97,2,57.69,7,56.64,9,110.56,91.81,
Seattle Public Utilities,"Manager3,Exempt",59.2,1,,,59.2,1,53,,No men in title
Seattle Public Utilities,"Manager3,Fin,Bud,&Actg",49.47,1,,,49.47,1,15,,No men in title
Seattle Public Utilities,"Manager3,General Govt",57.53,1,,,57.53,1,16,,No men in title
Seattle Public Utilities,"Manager3,Info Technol",60.63,1,58.61,1,59.62,2,105.5,103.45,
Seattle Public Utilities,"Manager3,P&FM",,,56.7,1,56.7,1,4,,No women in title
Seattle Public Utilities,"Manager3,Utils",,,56.64,10,56.64,10,108.7,,No women in title
Seattle Public Utilities,"Mat Controller,Sr",31.16,1,,,31.16,1,160,,No men in title
Seattle Public Utilities,"Mech Engr,Sr",,,50.69,1,50.69,1,69,,No women in title
Seattle Public Utilities,Metal Fabricator,,,32.54,2,32.54,2,137.5,,No women in title
Seattle Public Utilities,Meter Reader,23.3,5,22.83,11,22.98,16,101.94,102.06,
Seattle Public Utilities,Meter Reader Supv,,,30.69,2,30.69,2,70,,No women in title
Seattle Public Utilities,"Meter Reader,Sr",27.31,1,26.28,2,26.62,3,88.67,103.92,
Seattle Public Utilities,Mgmt Systs Anlyst,35.78,5,36.3,1,35.87,6,74.33,98.56,
Seattle Public Utilities,Mgmt Systs Anlyst Supv,47.26,1,,,47.26,1,95,,No men in title
Seattle Public Utilities,"Mgmt Systs Anlyst,Asst",31.76,4,30.55,1,31.52,5,44.8,103.96,
Seattle Public Utilities,"Mgmt Systs Anlyst,Sr",42.28,19,41.56,6,42.11,25,72.72,101.74,
Seattle Public Utilities,Naturalist,24.77,1,,,24.77,1,21,,No men in title
Seattle Public Utilities,Opns Response Cntr Op,29.44,4,29.61,3,29.51,7,52.14,99.43,
Seattle Public Utilities,Payroll Supv,37.7,1,,,37.7,1,182,,No men in title
Seattle Public Utilities,Personnel Spec,33.69,3,33.69,1,33.69,4,51.75,100,
Seattle Public Utilities,"Personnel Spec,Sr",36.3,2,36.3,1,36.3,3,102.67,100,
Seattle Public Utilities,"Personnel Spec,Supvsng",,,43.91,1,43.91,1,67,,No women in title
Seattle Public Utilities,Plng&Dev Spec II,37.7,10,36.9,5,37.43,15,109.07,102.17,
Seattle Public Utilities,"Plng&Dev Spec,Sr",42.24,11,42.76,9,42.47,20,72.4,98.8,
Seattle Public Utilities,"Plng&Dev Spec,Supvsng",46.41,2,46.41,2,46.41,4,82.75,100,
Seattle Public Utilities,Pmp Stat CC,,,40.76,1,40.76,1,77,,No women in title
Seattle Public Utilities,Pmp Stat Elecl Tech,,,36.34,5,36.34,5,75.2,,No women in title
Seattle Public Utilities,"Pmp Stat Elecl Tech,Sr",,,38.45,3,38.45,3,82.67,,No women in title
Seattle Public Utilities,Pmp Stat Maint Lead Wkr CII,,,27.61,1,27.61,1,6,,No women in title
Seattle Public Utilities,Pmp Stat Maint Leadwkr,28.1,1,28.1,3,28.1,4,124,100,
Seattle Public Utilities,Pmp Stat Maint Wkr,,,23.17,1,23.17,1,1,,No women in title
Seattle Public Utilities,Pmp Stat Maint Wkr CI,25.54,1,25.54,1,25.54,2,21,100,
Seattle Public Utilities,Pntr,,,30.28,3,30.28,3,54.67,,No women in title
Seattle Public Utilities,Pntr CC,,,34.75,1,34.75,1,80,,No women in title
Seattle Public Utilities,"Pntr,Sr",,,31.66,1,31.66,1,38,,No women in title
